seq,class,predicted class na�ve,predicted class knn,nondrna na_Ѣve,drna na_Ѣve,rna na_Ѣve,dna na_Ѣve,nondrna knn,drna knn,rna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,,,,
6697,nonDRNA,DNA,nonDRNA,6.50E-04,0.001044344,0.0116,0.986705162,0.751862522,0,0.124036708,0.12410077,73,0,6,56,53,24,50,19,42,0,44,66,28,24,0,37,25,38,41,40,0,50,6,0,23,0,6,0,23,0
6698,nonDRNA,DNA,nonDRNA,9.77E-07,1.66E-07,0.008800031,0.991198827,0.622951534,0,0,0.377048466,41,0,6,28,34,12,16,10,18,0,51,32,16,19,0,78,41,19,36,39,0,35,4,0,13,0,4,0,13,0
6699,nonDRNA,RNA,nonDRNA,6.29E-08,3.76E-10,0.9095917,0.090408237,1,0,0,0,35,0,3,14,36,17,19,6,6,0,26,32,13,14,0,10,16,14,12,14,0,13,2,0,14,0,2,0,14,0
6700,nonDRNA,DNA,nonDRNA,1.04E-07,1.32E-10,0.494898561,0.505101334,1,0,0,0,11,0,1,12,23,6,14,4,19,0,12,16,4,10,0,6,7,14,9,9,0,18,0,0,10,0,0,0,10,0
6701,nonDRNA,RNA,nonDRNA,4.29E-08,2.36E-12,0.996801888,0.003198069,0.625679517,0,0.374320483,0,7,0,1,6,8,5,2,3,2,0,3,5,4,3,0,4,2,7,4,3,0,14,0,0,1,0,0,0,1,0
6702,nonDRNA,DNA,nonDRNA,1.07E-06,3.51E-09,0.206028019,0.793970907,1,0,0,0,38,0,7,31,44,6,44,20,19,0,37,53,6,11,0,17,25,20,27,16,0,30,2,0,9,0,2,0,9,0
6703,nonDRNA,DNA,nonDRNA,7.92E-08,1.74E-10,0.115735519,0.884264401,1,0,0,0,32,0,8,17,17,6,27,3,23,0,26,24,11,18,0,14,11,10,15,19,0,26,1,0,8,0,1,0,8,0
6704,nonDRNA,DRNA,nonDRNA,8.43E-04,0.991717426,2.94E-10,0.007439772,1,0,0,0,64,0,26,63,73,36,62,20,28,0,65,72,15,41,0,65,47,66,80,59,0,52,12,0,26,0,12,0,26,0
6705,nonDRNA,DRNA,nonDRNA,9.29E-04,0.991780087,8.73E-10,0.007291258,1,0,0,0,58,0,24,58,78,36,58,22,32,0,67,73,17,46,0,64,45,63,79,61,0,49,13,0,26,0,13,0,26,0
6706,nonDRNA,DRNA,nonDRNA,5.11E-15,1,1.11E-38,1.45E-35,1,0,0,0,87,0,22,110,104,69,95,36,90,0,98,139,31,76,0,77,44,74,110,72,0,91,27,0,76,0,27,0,76,0
6707,nonDRNA,RNA,nonDRNA,6.05E-08,4.11E-12,0.974200996,0.025798944,1,0,0,0,13,0,1,13,19,5,14,7,16,0,16,19,7,8,0,10,7,9,11,4,0,19,0,0,6,0,0,0,6,0
6708,nonDRNA,RNA,nonDRNA,1.22E-07,7.50E-12,0.935316292,0.064683586,1,0,0,0,27,0,9,14,11,6,15,7,8,0,15,22,5,11,0,9,7,7,15,8,0,20,5,0,6,0,5,0,6,0
6709,nonDRNA,DNA,nonDRNA,1.09E-06,5.10E-08,0.026881973,0.973116885,0.874432122,0,0.125567878,0,30,0,1,25,50,19,27,6,51,0,56,41,6,26,0,31,14,25,33,22,0,37,3,0,27,0,3,0,27,0
6710,nonDRNA,RNA,nonDRNA,1.67E-08,4.95E-13,0.998666468,0.001333516,0.749369321,0,0,0.250630679,3,0,0,4,13,5,5,0,2,0,11,12,1,2,0,4,4,0,7,2,0,3,0,0,1,0,0,0,1,0
6711,nonDRNA,DNA,nonDRNA,7.30E-07,1.75E-08,0.02649614,0.973503113,1,0,0,0,45,0,7,31,38,10,30,8,54,0,40,50,11,25,0,15,14,31,47,27,0,40,1,0,4,0,1,0,4,0
6712,nonDRNA,DNA,nonDRNA,9.01E-05,7.58E-08,0.164576042,0.835333797,1,0,0,0,23,0,8,25,31,33,28,18,28,0,29,59,12,20,0,35,14,30,23,24,0,30,5,0,18,0,5,0,18,0
6713,nonDRNA,DNA,nonDRNA,2.21E-04,3.64E-05,4.62E-04,0.999280776,1,0,0,0,42,0,22,29,10,16,64,8,17,0,10,28,9,33,0,19,15,11,61,72,0,30,10,0,23,0,10,0,23,0
6714,nonDRNA,DRNA,nonDRNA,3.84E-07,0.999999616,2.36E-17,2.48E-16,1,0,0,0,129,0,3,69,44,32,92,25,23,0,27,73,13,27,0,69,27,70,74,75,0,86,38,0,34,0,38,0,34,0
6715,nonDRNA,DNA,nonDRNA,5.51E-07,6.71E-09,0.020164491,0.979834952,1,0,0,0,66,0,11,22,38,11,44,14,17,0,27,50,16,9,0,33,12,28,25,30,0,31,4,0,9,0,4,0,9,0
6716,nonDRNA,RNA,nonDRNA,7.09E-08,5.36E-12,0.955927689,0.04407224,0.873488215,0,0.126511785,0,16,0,2,16,18,9,11,5,19,0,20,16,4,10,0,10,10,8,10,11,0,15,3,0,8,0,3,0,8,0
6717,nonDRNA,RNA,nonDRNA,2.91E-07,4.79E-09,0.564951135,0.435048569,0.625014034,0,0.374985966,0,22,0,2,25,17,10,10,15,28,0,12,40,13,22,0,37,26,15,30,24,0,24,5,0,8,0,5,0,8,0
6718,nonDRNA,RNA,nonDRNA,7.55E-08,1.97E-10,0.915168543,0.084831381,1,0,0,0,42,0,3,20,18,7,34,11,16,0,7,29,6,11,0,15,7,22,16,18,0,28,1,0,17,0,1,0,17,0
6719,nonDRNA,DNA,nonDRNA,6.36E-07,4.14E-10,0.326535537,0.673463827,1,0,0,0,41,0,12,23,19,10,29,16,18,0,15,27,13,11,0,27,7,17,26,17,0,24,5,0,13,0,5,0,13,0
6720,nonDRNA,DRNA,nonDRNA,6.51E-09,0.999999993,4.28E-24,5.56E-16,0.745992273,0,0.254007727,0,102,0,21,56,43,42,70,34,40,0,39,127,27,58,0,115,79,46,156,77,0,79,5,0,52,0,5,0,52,0
6721,nonDRNA,DNA,nonDRNA,3.14E-05,1.49E-07,0.439068983,0.560899473,1,0,0,0,82,0,3,19,19,16,37,6,32,0,7,61,9,6,0,31,7,29,23,42,0,58,12,0,12,0,12,0,12,0
6722,nonDRNA,DNA,nonDRNA,3.18E-05,4.27E-09,0.480891156,0.519077033,0.875277299,0,0,0.124722701,31,0,3,18,30,29,27,10,20,0,16,42,10,6,0,33,10,18,32,26,0,18,9,0,10,0,9,0,10,0
6723,nonDRNA,RNA,nonDRNA,1.78E-08,2.68E-12,0.986198413,0.013801569,0.876501611,0,0.123498389,0,25,0,0,13,13,6,13,6,6,0,9,30,7,2,0,16,5,21,4,7,0,19,0,0,9,0,0,0,9,0
6724,nonDRNA,DRNA,nonDRNA,4.64E-19,1,8.06E-46,6.67E-37,1,0,0,0,68,0,16,91,113,26,95,44,45,0,87,111,51,34,0,108,89,158,202,78,0,84,15,0,40,0,15,0,40,0
6725,nonDRNA,RNA,nonDRNA,3.28E-08,2.36E-11,0.962652535,0.037347432,1,0,0,0,27,0,4,11,16,10,16,8,13,0,10,19,8,6,0,19,6,11,10,15,0,12,7,0,8,0,7,0,8,0
6726,nonDRNA,DNA,nonDRNA,8.21E-06,9.25E-07,0.219863911,0.780126953,1,0,0,0,50,0,0,23,31,16,41,11,25,0,24,31,14,23,0,28,12,21,24,26,0,33,13,0,25,0,13,0,25,0
6727,nonDRNA,DNA,nonDRNA,9.83E-05,5.97E-08,0.219163604,0.78073802,1,0,0,0,38,0,7,33,27,17,40,15,28,0,24,41,20,21,0,36,11,25,30,34,0,31,9,0,13,0,9,0,13,0
6728,nonDRNA,RNA,nonDRNA,2.87E-07,4.48E-09,0.503528217,0.496471492,0.874763024,0,0,0.125236976,14,0,11,16,44,11,23,17,15,0,22,35,3,11,0,23,24,26,29,10,0,23,5,0,6,0,5,0,6,0
6729,nonDRNA,RNA,nonDRNA,1.34E-05,1.78E-09,0.568490894,0.431495688,0.874218235,0,0.125781765,0,37,0,1,21,40,10,15,5,22,0,37,34,14,17,0,16,9,21,14,12,0,27,4,0,13,0,4,0,13,0
6730,nonDRNA,RNA,nonDRNA,3.28E-07,2.80E-11,0.748175978,0.251823694,1,0,0,0,43,0,3,24,20,13,24,8,16,0,6,30,6,11,0,22,13,21,10,17,0,24,7,0,8,0,7,0,8,0
6731,nonDRNA,RNA,nonDRNA,5.53E-08,2.49E-12,0.985924173,0.014075772,0.876306073,0,0,0.123693927,16,0,0,17,11,6,9,5,8,0,4,17,2,5,0,5,6,13,9,13,0,13,2,0,0,0,2,0,0,0
6732,nonDRNA,DRNA,nonDRNA,1.08E-04,0.99989088,1.69E-11,1.39E-06,1,0,0,0,60,0,5,63,68,41,65,32,54,0,39,70,21,60,0,61,59,77,73,63,0,47,17,0,32,0,17,0,32,0
6733,nonDRNA,RNA,nonDRNA,4.50E-07,2.70E-08,0.520414822,0.479584701,1,0,0,0,16,0,3,17,38,21,24,10,28,0,32,35,12,19,0,20,11,22,35,17,0,40,6,0,17,0,6,0,17,0
6734,nonDRNA,RNA,nonDRNA,6.10E-08,5.67E-12,0.977660176,0.022339763,0.874570153,0,0,0.125429847,21,0,0,11,7,6,19,3,9,0,2,16,4,6,0,7,10,14,9,7,0,12,4,0,5,0,4,0,5,0
6735,nonDRNA,RNA,nonDRNA,4.03E-07,5.19E-11,0.575744579,0.424255018,1,0,0,0,43,0,2,20,24,11,30,7,23,0,14,32,10,7,0,22,13,27,26,29,0,28,5,0,8,0,5,0,8,0
6736,nonDRNA,DNA,nonDRNA,7.03E-06,5.93E-08,0.015982587,0.984010322,0.502580304,0,0.123799598,0.373620098,46,0,3,26,21,19,56,13,23,0,35,31,10,39,0,50,40,18,66,23,0,31,10,0,19,0,10,0,19,0
6737,nonDRNA,RNA,nonDRNA,1.13E-08,4.49E-13,0.997420486,0.002579503,0.870388712,0,0.129611288,0,15,0,1,7,5,2,5,0,10,0,7,10,4,4,0,8,7,6,6,6,0,9,2,0,2,0,2,0,2,0
6738,nonDRNA,DNA,nonDRNA,5.10E-07,4.12E-09,0.085285649,0.914713838,0.877318709,0,0.122681291,0,27,0,0,48,56,22,19,5,20,0,24,40,9,12,0,20,8,9,16,14,0,30,5,0,12,0,5,0,12,0
6739,nonDRNA,RNA,nonDRNA,2.69E-08,3.26E-11,0.95240676,0.047593213,0.874027531,0,0,0.125972469,24,0,4,15,14,9,15,7,4,0,16,18,7,8,0,27,7,20,24,12,0,11,4,0,14,0,4,0,14,0
6740,nonDRNA,DNA,nonDRNA,6.98E-06,1.06E-07,0.129028143,0.870964769,1,0,0,0,30,0,4,25,31,27,34,18,33,0,37,52,18,18,0,30,17,25,32,28,0,35,7,0,29,0,7,0,29,0
6741,nonDRNA,DNA,nonDRNA,1.67E-06,6.56E-08,0.03131531,0.968682951,1,0,0,0,30,0,4,25,31,27,34,18,33,0,36,52,18,19,0,30,17,25,32,28,0,35,7,0,29,0,7,0,29,0
6742,nonDRNA,RNA,nonDRNA,1.53E-06,2.39E-07,0.525147172,0.474851059,1,0,0,0,47,0,7,18,30,27,55,7,26,0,31,38,16,16,0,24,8,15,36,28,0,30,2,0,13,0,2,0,13,0
6743,nonDRNA,DNA,nonDRNA,0.001447702,3.65E-04,0.112370861,0.885816429,1,0,0,0,108,0,11,35,38,17,37,13,13,0,18,59,9,10,0,30,23,54,58,43,0,51,3,0,22,0,3,0,22,0
6744,nonDRNA,RNA,nonDRNA,9.30E-06,6.26E-10,0.643071268,0.356919433,1,0,0,0,36,0,4,20,23,11,28,8,23,0,24,29,10,14,0,18,6,22,25,18,0,34,1,0,8,0,1,0,8,0
6745,nonDRNA,DNA,nonDRNA,1.77E-07,7.20E-10,0.059481319,0.940518503,1,0,0,0,51,0,0,26,31,20,40,7,23,0,22,52,5,7,0,21,10,26,13,17,0,29,4,0,9,0,4,0,9,0
6746,nonDRNA,DNA,nonDRNA,5.45E-06,1.31E-07,2.29E-06,0.999992124,0.872213498,0,0,0.127786502,37,0,30,43,30,19,48,18,23,0,37,45,9,14,0,39,24,43,69,25,0,26,5,0,27,0,5,0,27,0
6747,nonDRNA,RNA,nonDRNA,3.29E-08,4.77E-11,0.961291828,0.03870814,0.874482764,0,0.125517236,0,14,0,5,17,16,9,21,2,19,0,19,18,7,7,0,14,6,4,25,17,0,24,2,0,17,0,2,0,17,0
6748,nonDRNA,DNA,nonDRNA,1.16E-04,8.65E-08,0.092474031,0.907409508,1,0,0,0,34,0,9,29,20,25,33,20,13,0,12,61,8,18,0,40,25,32,33,30,0,30,10,0,20,0,10,0,20,0
6749,nonDRNA,RNA,nonDRNA,4.84E-07,1.40E-10,0.513297307,0.486702209,1,0,0,0,17,0,2,28,30,20,15,8,24,0,20,45,12,12,0,15,19,30,25,16,0,23,4,0,14,0,4,0,14,0
6750,nonDRNA,DNA,nonDRNA,2.10E-07,6.57E-10,0.073304118,0.926695672,1,0,0,0,16,0,12,19,14,10,43,11,10,0,10,22,6,15,0,14,22,19,18,17,0,37,9,0,9,0,9,0,9,0
6751,nonDRNA,RNA,nonDRNA,1.10E-07,2.61E-11,0.900241062,0.099758828,1,0,0,0,16,0,2,19,23,11,19,6,21,0,11,25,10,9,0,10,1,20,14,12,0,23,2,0,12,0,2,0,12,0
6752,nonDRNA,RNA,nonDRNA,3.11E-07,1.36E-09,0.88191912,0.118080568,1,0,0,0,9,0,3,15,26,22,13,5,15,0,24,29,10,9,0,13,9,12,25,11,0,14,12,0,9,0,12,0,9,0
6753,nonDRNA,DNA,nonDRNA,6.52E-05,1.55E-05,0.013547461,0.986371924,1,0,0,0,49,0,8,43,54,20,51,21,33,0,18,67,24,23,0,28,36,37,41,24,0,47,9,0,25,0,9,0,25,0
6754,nonDRNA,RNA,nonDRNA,1.21E-08,2.06E-12,0.99303364,0.006966348,0.626077754,0,0.373922246,0,15,0,2,12,23,3,7,4,3,0,26,21,8,5,0,5,8,15,10,5,0,8,1,0,2,0,1,0,2,0
6755,nonDRNA,RNA,nonDRNA,1.56E-08,2.45E-12,0.994131468,0.005868517,1,0,0,0,8,0,4,19,20,7,8,0,7,0,20,15,5,2,0,0,3,5,10,7,0,8,4,0,1,0,4,0,1,0
6756,nonDRNA,RNA,nonDRNA,4.44E-08,4.54E-12,0.995344703,0.004655252,0.625795533,0,0.250099856,0.124104611,5,0,0,8,4,5,6,3,7,0,12,7,1,3,0,2,2,1,5,7,0,8,1,0,5,0,1,0,5,0
6757,nonDRNA,DNA,nonDRNA,1.65E-04,3.05E-07,0.105910014,0.893924214,1,0,0,0,36,0,0,37,38,28,49,16,16,0,22,31,12,25,0,33,35,38,23,34,0,38,8,0,17,0,8,0,17,0
6758,nonDRNA,RNA,nonDRNA,6.12E-08,7.49E-12,0.966918317,0.033081621,0.874290646,0,0.125709354,0,21,0,2,13,12,6,18,6,9,0,9,13,7,6,0,6,12,13,3,13,0,19,3,0,5,0,3,0,5,0
6759,nonDRNA,RNA,nonDRNA,4.76E-08,3.56E-12,0.992091345,0.007908607,0.873998652,0,0.126001348,0,19,0,0,6,6,5,14,4,10,0,1,9,2,4,0,6,2,11,4,5,0,15,1,0,3,0,1,0,3,0
6760,nonDRNA,DRNA,nonDRNA,8.24E-05,0.999917327,1.23E-08,2.78E-07,0.744594576,0,0.129524471,0.125880953,79,0,6,26,35,9,154,9,45,0,37,20,26,45,0,46,99,27,54,24,0,27,4,0,24,0,4,0,24,0
6761,nonDRNA,RNA,nonDRNA,1.48E-07,1.63E-10,0.777318495,0.222681357,1,0,0,0,17,0,0,6,7,10,7,8,8,0,9,18,1,6,0,4,9,5,11,5,0,11,3,0,2,0,3,0,2,0
6762,nonDRNA,RNA,nonDRNA,7.26E-08,3.12E-12,0.9711744,0.028825528,1,0,0,0,17,0,0,11,17,6,15,2,7,0,3,19,2,5,0,13,9,18,15,11,0,13,6,0,6,0,6,0,6,0
6763,nonDRNA,RNA,nonDRNA,5.47E-06,1.08E-07,0.66394454,0.336049882,1,0,0,0,57,0,1,11,11,21,46,5,34,0,12,45,13,12,0,8,5,6,27,14,0,39,12,0,12,0,12,0,12,0
6764,nonDRNA,DNA,nonDRNA,7.50E-05,3.80E-08,0.200750879,0.799174125,1,0,0,0,35,0,4,32,26,24,50,20,20,0,25,33,13,18,0,28,14,19,36,24,0,40,8,0,14,0,8,0,14,0
6765,nonDRNA,RNA,RNA,1.55E-08,3.53E-13,0.998644422,0.001355562,0.37655072,0,0.62344928,0,4,0,0,2,7,2,9,4,4,0,2,4,1,4,0,1,1,5,3,5,0,9,2,0,1,0,2,0,1,0
6766,nonDRNA,RNA,nonDRNA,4.17E-08,1.52E-10,0.925746112,0.074253846,1,0,0,0,32,0,4,19,22,12,34,8,19,0,15,31,7,15,0,7,10,15,14,23,0,20,1,0,10,0,1,0,10,0
6767,nonDRNA,DNA,nonDRNA,1.53E-06,1.42E-09,0.478550834,0.521447631,1,0,0,0,62,0,2,19,25,16,38,13,7,0,5,44,8,7,0,28,6,29,22,28,0,44,7,0,8,0,7,0,8,0
6768,nonDRNA,DNA,nonDRNA,9.82E-08,1.26E-10,0.354412088,0.645587814,1,0,0,0,19,0,0,7,17,5,25,4,21,0,16,31,9,9,0,8,11,12,9,10,0,18,1,0,7,0,1,0,7,0
6769,nonDRNA,DNA,nonDRNA,2.15E-04,5.85E-05,0.109150694,0.890575814,1,0,0,0,49,0,9,54,31,28,52,23,33,0,45,38,25,28,0,31,18,26,33,35,0,53,9,0,18,0,9,0,18,0
6770,nonDRNA,RNA,nonDRNA,4.65E-08,4.17E-12,0.994610679,0.005389275,1,0,0,0,12,0,2,11,5,4,9,1,9,0,10,13,2,4,0,5,3,1,3,6,0,5,2,0,2,0,2,0,2,0
6771,nonDRNA,DNA,nonDRNA,6.27E-05,1.05E-05,0.094752142,0.905174651,1,0,0,0,37,0,7,40,40,29,36,23,32,0,29,45,11,25,0,32,26,21,26,36,0,36,17,0,28,0,17,0,28,0
6772,nonDRNA,RNA,nonDRNA,1.18E-07,1.18E-10,0.678494905,0.321504977,0.87506772,0,0.12493228,0,26,0,1,11,13,4,8,4,8,0,9,23,2,13,0,5,8,12,8,7,0,14,1,0,3,0,1,0,3,0
6773,nonDRNA,DRNA,nonDRNA,0.008098292,0.876629543,1.47E-04,0.11512497,0.751274836,0,0.125071196,0.123653968,77,0,4,63,81,16,66,16,67,0,43,77,21,31,0,31,25,66,34,47,0,83,3,0,24,0,3,0,24,0
6774,nonDRNA,RNA,nonDRNA,1.36E-07,1.42E-10,0.817240547,0.182759317,0.87528269,0,0.12471731,0,8,0,4,8,14,6,8,1,16,0,11,16,3,6,0,5,3,16,5,3,0,4,0,0,6,0,0,0,6,0
6775,nonDRNA,DRNA,nonDRNA,0.003956461,0.9960412,2.29E-06,5.24E-08,0.873892232,0,0,0.126107768,49,0,2,51,61,60,29,14,93,0,52,126,17,69,0,43,40,32,68,62,0,58,7,0,27,0,7,0,27,0
6776,nonDRNA,RNA,nonDRNA,1.72E-07,1.17E-09,0.766607932,0.233391895,1,0,0,0,41,0,8,30,19,11,32,4,31,0,14,33,7,6,0,17,8,28,22,23,0,23,3,0,11,0,3,0,11,0
6777,nonDRNA,RNA,nonDRNA,5.35E-08,2.08E-12,0.991517883,0.008482063,0.877808222,0,0,0.122191778,24,0,1,12,13,2,9,6,4,0,3,20,1,2,0,14,5,13,5,5,0,6,1,0,2,0,1,0,2,0
6778,nonDRNA,DNA,nonDRNA,1.09E-06,1.64E-07,0.204741729,0.795257013,1,0,0,0,34,0,6,24,35,14,35,14,40,0,24,52,8,29,0,24,22,17,28,26,0,37,7,0,10,0,7,0,10,0
6779,nonDRNA,RNA,nonDRNA,4.24E-06,1.11E-10,0.86863078,0.131364975,1,0,0,0,19,0,0,9,19,14,20,3,17,0,11,23,7,7,0,17,11,12,11,7,0,14,5,0,8,0,5,0,8,0
6780,nonDRNA,RNA,nonDRNA,1.24E-07,3.37E-11,0.927624129,0.072375747,0.875789523,0,0.124210477,0,21,0,0,17,32,7,20,4,26,0,19,23,8,9,0,16,3,12,9,15,0,30,0,0,3,0,0,0,3,0
6781,nonDRNA,RNA,nonDRNA,1.97E-06,4.36E-11,0.978227906,0.021770127,1,0,0,0,4,0,2,11,5,8,11,5,7,0,9,10,3,5,0,0,4,4,9,13,0,15,0,0,4,0,0,0,4,0
6782,nonDRNA,RNA,nonDRNA,1.48E-07,1.24E-11,0.959065486,0.040934366,1,0,0,0,17,0,1,9,15,8,19,5,8,0,11,33,2,10,0,12,18,10,13,14,0,10,11,0,7,0,11,0,7,0
6783,nonDRNA,RNA,nonDRNA,1.91E-07,2.74E-11,0.827781157,0.172218652,0.874119246,0,0.125880754,0,37,0,5,17,22,16,27,7,23,0,26,26,7,12,0,13,11,12,19,14,0,20,0,0,9,0,0,0,9,0
6784,nonDRNA,RNA,nonDRNA,5.16E-08,3.65E-12,0.990580147,0.009419801,0.874607628,0,0,0.125392372,8,0,5,11,12,4,10,9,8,0,13,17,1,7,0,4,9,4,8,5,0,10,0,0,5,0,0,0,5,0
6785,nonDRNA,DNA,nonDRNA,6.06E-05,5.14E-04,0.001121485,0.998304116,0.872948722,0,0,0.127051278,37,0,12,45,54,22,33,19,29,0,40,38,10,29,0,24,23,34,58,35,0,49,14,0,19,0,14,0,19,0
6786,nonDRNA,RNA,nonDRNA,3.71E-08,4.18E-11,0.939430623,0.06056934,1,0,0,0,33,0,7,18,18,7,24,7,14,0,7,23,9,9,0,20,8,22,15,11,0,19,4,0,6,0,4,0,6,0
6787,nonDRNA,DNA,nonDRNA,9.17E-08,1.06E-10,0.430914895,0.569085013,1,0,0,0,14,0,4,13,14,12,18,2,14,0,13,19,5,7,0,7,5,8,16,10,0,15,1,0,8,0,1,0,8,0
6788,nonDRNA,RNA,nonDRNA,2.04E-08,8.18E-12,0.983429887,0.016570092,1,0,0,0,41,0,2,14,11,9,21,5,16,0,7,21,8,7,0,7,7,13,11,11,0,14,0,0,6,0,0,0,6,0
6789,nonDRNA,RNA,nonDRNA,2.30E-06,4.89E-10,0.643028603,0.356969098,1,0,0,0,58,0,3,20,21,10,49,5,15,0,2,51,7,4,0,24,13,34,23,15,0,27,12,0,3,0,12,0,3,0
6790,nonDRNA,DNA,nonDRNA,1.55E-05,1.61E-09,0.43944422,0.560540327,0.876883614,0,0,0.123116386,34,0,9,20,27,19,21,4,19,0,31,32,14,11,0,21,9,17,32,26,0,25,3,0,8,0,3,0,8,0
6791,nonDRNA,DRNA,nonDRNA,0.062144214,0.869073793,0.003778972,0.065003021,0.746054516,0,0,0.253945484,64,0,11,18,24,12,98,15,41,0,20,55,14,49,0,42,89,21,96,68,0,37,4,0,7,0,4,0,7,0
6792,nonDRNA,DNA,nonDRNA,3.29E-06,3.27E-09,0.157226475,0.842770234,0.624296703,0,0,0.375703297,15,0,1,22,29,5,9,8,15,0,43,51,9,50,0,13,21,12,69,26,0,18,1,0,8,0,1,0,8,0
6793,nonDRNA,RNA,nonDRNA,1.75E-07,1.41E-10,0.853434909,0.146564915,1,0,0,0,7,0,1,14,12,4,8,7,7,0,0,22,2,2,0,3,6,13,7,0,0,6,3,0,1,0,3,0,1,0
6794,nonDRNA,RNA,nonDRNA,5.46E-06,2.13E-10,0.804459428,0.195535115,0.874000595,0,0,0.125999405,11,0,4,27,14,4,18,4,16,0,20,31,7,13,0,11,16,15,24,11,0,16,4,0,11,0,4,0,11,0
6795,nonDRNA,RNA,nonDRNA,4.87E-07,5.05E-10,0.568477814,0.431521699,1,0,0,0,26,0,6,27,26,10,38,8,34,0,28,28,13,16,0,12,9,14,26,19,0,30,3,0,15,0,3,0,15,0
6796,nonDRNA,RNA,nonDRNA,3.52E-07,2.28E-09,0.799744146,0.2002555,1,0,0,0,58,0,5,36,15,15,29,12,19,0,9,37,11,1,0,17,9,28,13,15,0,31,3,0,8,0,3,0,8,0
6797,nonDRNA,DNA,nonDRNA,4.69E-07,4.30E-09,0.030980599,0.969018928,1,0,0,0,60,0,7,28,33,18,49,19,18,0,12,41,11,11,0,15,14,30,21,18,0,33,8,0,8,0,8,0,8,0
6798,nonDRNA,RNA,nonDRNA,1.25E-07,1.90E-11,0.929407867,0.070592008,1,0,0,0,35,0,4,20,13,8,26,4,14,0,2,29,3,4,0,17,7,24,13,19,0,29,0,0,6,0,0,0,6,0
6799,nonDRNA,RNA,nonDRNA,1.31E-08,9.05E-12,0.983504366,0.016495621,1,0,0,0,10,0,4,11,16,10,16,3,14,0,16,19,5,10,0,6,16,8,16,14,0,18,2,0,7,0,2,0,7,0
6800,nonDRNA,DNA,nonDRNA,1.71E-05,1.39E-09,0.396087298,0.603895627,1,0,0,0,15,0,13,23,21,19,27,6,20,0,22,39,6,15,0,17,13,18,18,9,0,13,3,0,13,0,3,0,13,0
6801,nonDRNA,DRNA,nonDRNA,0.072304253,0.916776545,9.00E-05,0.010829199,1,0,0,0,27,0,13,45,64,42,62,14,37,0,47,71,19,49,0,59,48,52,60,58,0,48,20,0,29,0,20,0,29,0
6802,nonDRNA,DRNA,nonDRNA,0.003362338,0.990008751,8.15E-07,0.006628095,1,0,0,0,32,0,15,46,66,43,67,16,41,0,47,78,17,49,0,62,48,54,69,56,0,48,20,0,29,0,20,0,29,0
6803,nonDRNA,DNA,nonDRNA,2.62E-07,4.55E-09,0.017683426,0.982316307,1,0,0,0,34,0,4,27,34,19,25,14,19,0,39,52,14,25,0,27,16,24,25,33,0,32,9,0,20,0,9,0,20,0
6804,nonDRNA,DNA,nonDRNA,3.61E-05,1.01E-08,0.321492969,0.678470916,1,0,0,0,29,0,9,9,45,11,24,3,12,0,32,52,4,14,0,20,40,15,32,15,0,17,10,0,11,0,10,0,11,0
6805,nonDRNA,DNA,nonDRNA,2.46E-05,5.66E-09,0.282261065,0.717714312,1,0,0,0,25,0,9,15,41,13,22,5,13,0,28,50,4,14,0,15,41,15,33,17,0,20,8,0,11,0,8,0,11,0
6806,nonDRNA,RNA,nonDRNA,1.25E-07,2.22E-11,0.925738678,0.074261197,1,0,0,0,15,0,8,10,22,6,8,5,0,0,5,45,6,3,0,11,14,18,31,12,0,16,0,0,6,0,0,0,6,0
6807,nonDRNA,RNA,nonDRNA,2.23E-07,1.90E-11,0.811825984,0.188173794,0.873665066,0,0.126334934,0,38,0,3,16,16,7,23,9,23,0,14,35,7,8,0,21,21,13,15,17,0,19,6,0,4,0,6,0,4,0
6808,nonDRNA,RNA,nonDRNA,2.46E-07,6.82E-09,0.665617884,0.334381864,1,0,0,0,41,0,5,28,24,18,16,14,23,0,23,41,12,18,0,16,12,17,34,11,0,31,1,0,13,0,1,0,13,0
6809,nonDRNA,RNA,nonDRNA,3.72E-07,2.77E-09,0.82336474,0.176634885,1,0,0,0,55,0,4,33,28,13,37,5,14,0,11,28,8,8,0,15,7,30,16,32,0,42,2,0,5,0,2,0,5,0
6810,nonDRNA,DNA,nonDRNA,6.62E-08,1.19E-10,0.144545316,0.855454618,1,0,0,0,19,0,4,18,16,15,25,15,13,0,14,24,5,7,0,14,8,12,15,14,0,17,1,0,12,0,1,0,12,0
6811,nonDRNA,RNA,nonDRNA,5.36E-08,2.33E-12,0.991791381,0.008208566,0.874887669,0,0.125112331,0,9,0,4,10,4,3,8,5,1,0,4,18,4,4,0,9,4,6,5,11,0,5,2,0,6,0,2,0,6,0
6812,nonDRNA,RNA,nonDRNA,7.04E-07,3.29E-08,0.688817808,0.311181455,1,0,0,0,48,0,5,24,16,15,53,5,34,0,19,30,14,26,0,13,15,15,31,21,0,36,2,0,12,0,2,0,12,0
6813,nonDRNA,RNA,nonDRNA,2.94E-06,4.86E-11,0.945151118,0.054845939,0.875742758,0,0,0.124257242,22,0,1,11,5,4,9,10,10,0,5,17,2,3,0,17,6,14,6,16,0,10,4,0,2,0,4,0,2,0
