seq,class,predicted class na夫e,predicted class knn,nondrna na夫e,rna na夫e,drna na夫e,dna na夫e,nondrna knn,rna knn,drna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
6981,nonDRNA,DNA,nonDRNA,1.49E-06,3.43E-04,5.85E-08,0.999655596,1,0,0,0,24,0,25,20,43,19,36,10,26,0,32,28,6,25,0,15,12,21,34,28,0,30,9,0,19,0
6982,nonDRNA,RNA,nonDRNA,6.29E-07,0.538363642,2.60E-08,0.461635703,1,0,0,0,29,0,1,28,35,24,27,13,18,0,17,33,11,18,0,21,12,26,17,24,0,19,6,0,25,0
6983,nonDRNA,RNA,nonDRNA,2.40E-07,0.77769147,1.98E-09,0.222308288,1,0,0,0,22,0,8,14,20,6,29,8,14,0,28,27,9,25,0,12,11,12,24,11,0,22,9,0,18,0
6984.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,159.00,0.00,26.00,70.00,90.00,54.00,90.00,47.00,81.00,0.00,123.00,161.00,44.00,58.00,0.00,84.00,105.00,102.00,263.00,79.00,0.00,126.00,14.00,0.00,47.00,0.00
6985,nonDRNA,DNA,nonDRNA,9.80E-06,0.001889402,2.99E-05,0.998070865,1,0,0,0,47,0,15,31,42,27,46,12,28,0,30,70,13,29,0,32,25,36,52,26,0,49,8,0,10,0
6986,nonDRNA,RNA,nonDRNA,2.12E-08,0.968828457,2.00E-11,0.031171521,1,0,0,0,17,0,6,14,21,13,11,4,11,0,16,21,6,7,0,13,12,20,15,9,0,7,5,0,7,0
6987,nonDRNA,DNA,nonDRNA,1.13E-06,0.127391574,7.75E-09,0.872607292,1,0,0,0,18,0,18,15,20,13,39,10,15,0,16,22,5,19,0,19,7,11,29,13,0,22,10,0,14,0
6988,nonDRNA,DNA,nonDRNA,9.20E-04,6.63E-05,0.045313476,0.953699839,0.798005425,0,0,0.201994575,49,0,16,38,37,35,42,15,31,0,40,79,12,39,0,44,33,46,43,44,0,37,16,0,16,0
6989,nonDRNA,DNA,nonDRNA,1.93E-06,0.185371747,1.92E-08,0.814626303,1,0,0,0,17,0,16,17,20,11,39,10,21,0,14,19,6,21,0,17,8,12,28,16,0,19,12,0,16,0
6990,nonDRNA,RNA,nonDRNA,1.82E-08,0.981099411,9.38E-12,0.01890057,1,0,0,0,24,0,4,19,21,7,15,3,14,0,15,20,8,7,0,7,4,5,10,9,0,24,2,0,10,0
6991,nonDRNA,RNA,nonDRNA,5.65E-08,0.874435921,2.42E-10,0.125564022,1,0,0,0,16,0,0,16,34,17,25,13,18,0,20,26,7,13,0,12,9,17,18,17,0,20,4,0,12,0
6992,nonDRNA,DNA,nonDRNA,3.39E-06,0.404692312,8.68E-07,0.595303428,1,0,0,0,54,0,5,31,27,21,53,9,39,0,22,29,19,20,0,29,12,26,27,22,0,36,5,0,12,0
6993,nonDRNA,RNA,nonDRNA,3.62E-08,0.933196712,7.06E-11,0.066803252,1,0,0,0,18,0,3,14,27,8,11,10,20,0,24,27,8,12,0,17,7,17,12,15,0,25,6,0,8,0
6994,nonDRNA,RNA,nonDRNA,2.36E-08,0.965538249,1.67E-11,0.034461727,1,0,0,0,32,0,3,16,20,7,20,7,18,0,9,25,5,10,0,11,10,17,10,12,0,17,5,0,6,0
6995,nonDRNA,DNA,nonDRNA,0.00266652,0.006899633,0.150972381,0.839461466,1,0,0,0,56,0,2,43,56,23,66,11,68,0,61,52,6,25,0,32,16,24,26,46,0,54,6,0,33,0
6996,nonDRNA,RNA,nonDRNA,9.33E-08,0.867109049,2.91E-10,0.132890857,1,0,0,0,21,0,8,21,14,11,32,10,13,0,6,34,11,15,0,19,14,19,13,16,0,16,6,0,4,0
6997,nonDRNA,RNA,nonDRNA,1.72E-08,0.997933693,9.39E-13,0.00206629,0.802602551,0.197397449,0,0,8,0,6,9,6,2,7,1,7,0,5,7,1,1,0,2,10,1,7,5,0,7,0,0,5,0
6998,nonDRNA,RNA,nonDRNA,1.14E-07,0.860340635,4.07E-10,0.13965925,1,0,0,0,43,0,0,17,16,10,23,2,13,0,33,34,9,12,0,13,22,6,17,17,0,16,7,0,14,0
6999,nonDRNA,RNA,nonDRNA,6.83E-08,0.952662483,2.93E-10,0.047337448,1,0,0,0,7,0,2,24,12,14,9,6,14,0,34,21,9,21,0,7,8,6,16,14,0,19,1,0,22,0
7000,nonDRNA,DNA,nonDRNA,3.21E-05,2.18E-04,2.74E-06,0.999746835,1,0,0,0,34,0,24,24,19,16,63,5,12,0,14,28,7,33,0,26,23,12,57,58,0,24,9,0,25,0
7001,nonDRNA,RNA,nonDRNA,1.35E-07,0.891373282,4.50E-10,0.108626582,1,0,0,0,28,0,1,23,29,13,42,4,33,0,7,31,5,9,0,12,2,33,17,13,0,34,2,0,9,0
7002,nonDRNA,DNA,nonDRNA,4.49E-06,0.089270375,5.85E-06,0.910719288,0.794176822,0,0,0.205823178,50,0,6,30,37,23,52,15,38,0,32,39,14,22,0,27,12,35,36,29,0,35,5,0,21,0
7003,nonDRNA,DNA,nonDRNA,2.58E-06,0.007365299,3.55E-06,0.992628578,0.599888747,0,0,0.400111253,37,0,10,36,28,18,30,22,27,0,45,53,12,29,0,25,23,28,69,29,0,37,5,0,9,0
7004,nonDRNA,RNA,nonDRNA,1.26E-08,0.987743242,5.23E-12,0.012256745,1,0,0,0,17,0,2,12,18,11,18,3,18,0,16,18,5,6,0,9,2,11,13,14,0,15,0,0,8,0
7005,nonDRNA,RNA,nonDRNA,2.14E-07,0.871797496,1.58E-09,0.128202289,0.794644704,0.205355296,0,0,56,0,6,18,16,14,44,11,20,0,8,36,4,9,0,20,12,19,20,20,0,34,0,0,8,0
7006,nonDRNA,DNA,nonDRNA,1.78E-04,0.032192838,9.28E-04,0.966701413,1,0,0,0,81,0,6,36,38,21,66,9,23,0,20,65,16,23,0,30,20,39,39,44,0,60,6,0,16,0
7007.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.87,0.12,1,0,0,0,83.00,0.00,4.00,30.00,24.00,39.00,75.00,6.00,62.00,0.00,34.00,82.00,24.00,22.00,0.00,28.00,12.00,17.00,51.00,36.00,0.00,62.00,7.00,0.00,28.00,0.00
7008,nonDRNA,RNA,nonDRNA,4.30E-07,0.718508075,6.10E-09,0.281491488,1,0,0,0,53,0,8,13,13,12,47,2,12,0,11,26,6,18,0,10,23,26,39,26,0,40,4,0,8,0
7009,nonDRNA,RNA,nonDRNA,1.67E-08,0.993232542,1.65E-12,0.006767441,0.801144778,0,0,0.198855222,3,0,1,6,17,2,16,2,12,0,10,20,4,5,0,7,4,9,11,7,0,12,6,0,7,0
7010,nonDRNA,DNA,nonDRNA,7.17E-05,0.029019859,3.77E-04,0.970531182,1,0,0,0,36,0,6,40,48,27,37,13,34,0,41,45,18,31,0,29,14,25,36,32,0,37,11,0,31,0
7011,nonDRNA,RNA,nonDRNA,4.02E-07,0.702921106,1.14E-08,0.29707848,1,0,0,0,32,0,5,24,7,17,21,12,23,0,20,23,1,20,0,29,12,18,30,39,0,37,5,0,16,0
7012,nonDRNA,RNA,nonDRNA,2.37E-08,0.978184096,1.77E-11,0.021815881,1,0,0,0,23,0,0,9,9,10,10,1,21,0,13,27,1,19,0,9,17,9,18,21,0,17,1,0,10,0
7013,nonDRNA,DNA,nonDRNA,4.59E-04,0.015608437,9.65E-04,0.982967467,1,0,0,0,26,0,2,27,47,14,35,8,42,0,55,50,6,19,0,37,37,21,19,40,0,40,19,0,22,0
7014,nonDRNA,RNA,nonDRNA,1.42E-08,0.99661815,7.64E-13,0.003381835,0.800064916,0.199935084,0,0,21,0,0,10,7,7,9,4,15,0,1,8,0,1,0,7,6,10,9,9,0,10,1,0,1,0
7015,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,12,0,4,20,26,11,30,6,36,0,38,39,6,15,0,32,22,16,12,25,0,27,11,1,11,0
7016,nonDRNA,RNA,nonDRNA,1.39E-08,0.993787079,2.18E-12,0.006212907,0.797875023,0,0,0.202124977,19,0,0,10,7,4,14,5,12,0,16,18,1,8,0,10,16,3,11,8,0,17,0,0,3,0
7017,nonDRNA,DNA,nonDRNA,1.32E-05,0.004157812,1.04E-05,0.99581859,1,0,0,0,29,0,16,30,28,22,42,11,46,0,35,40,7,46,0,21,24,26,39,33,0,24,11,0,18,0
7018.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,96.00,0.00,15.00,60.00,166.00,41.00,63.00,30.00,80.00,0.00,132.00,104.00,31.00,31.00,0.00,80.00,73.00,108.00,197.00,130.00,0.00,93.00,10.00,0.00,51.00,0.00
7019,nonDRNA,RNA,nonDRNA,1.20E-08,0.991192301,3.99E-12,0.008807687,1,0,0,0,15,0,4,11,6,3,21,5,14,0,18,7,3,9,0,4,9,10,10,13,0,11,3,0,9,0
7020,nonDRNA,RNA,nonDRNA,1.18E-08,0.998073273,8.15E-13,0.001926715,0.791888436,0.208111564,0,0,7,0,3,5,7,4,4,2,1,0,8,8,0,5,0,5,6,3,16,8,0,10,1,0,4,0
7021,nonDRNA,RNA,nonDRNA,1.71E-08,0.988594531,3.82E-12,0.011405452,1,0,0,0,15,0,0,9,5,5,22,6,7,0,11,13,4,11,0,4,3,10,13,8,0,17,5,0,11,0
7022,nonDRNA,RNA,nonDRNA,1.43E-08,0.989738927,4.60E-12,0.010261058,1,0,0,0,13,0,2,11,9,11,22,4,6,0,10,18,6,10,0,16,3,6,16,14,0,21,1,0,2,0
7023,nonDRNA,RNA,nonDRNA,1.05E-08,0.995726333,1.02E-12,0.004273656,1,0,0,0,13,0,1,9,5,5,8,5,10,0,14,14,4,4,0,7,2,5,14,5,0,11,2,0,4,0
7024,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,0.399167389,0.398984664,0,0.201847947,3,0,0,7,3,6,22,3,11,0,2,7,2,7,0,3,2,5,19,6,0,4,0,1,8,0
7025,nonDRNA,RNA,nonDRNA,8.18E-08,0.982782968,1.11E-11,0.01721695,1,0,0,0,6,0,14,7,7,2,7,3,5,0,19,8,2,7,0,3,2,4,5,7,0,3,2,0,8,0
7026,nonDRNA,RNA,nonDRNA,1.14E-08,0.995880272,1.15E-12,0.004119717,1,0,0,0,13,0,1,10,15,6,10,0,7,0,11,17,3,8,0,4,7,4,11,10,0,7,0,0,3,0
7027,nonDRNA,DNA,nonDRNA,1.38E-06,0.275239702,3.42E-08,0.724758881,1,0,0,0,24,0,13,26,25,14,41,13,23,0,18,26,14,12,0,18,17,21,11,16,0,19,11,0,13,0
7028,nonDRNA,DNA,nonDRNA,9.70E-04,1.45E-04,0.034019261,0.964865846,1,0,0,0,56,0,4,32,49,28,50,22,21,0,25,78,7,9,0,26,40,56,83,37,0,35,16,0,20,0
7029,nonDRNA,RNA,nonDRNA,3.68E-08,0.973694091,3.44E-11,0.026305872,1,0,0,0,26,0,0,16,5,18,14,2,13,0,17,19,0,10,0,13,4,2,31,21,0,20,4,0,7,0
7030,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,26,0,0,17,5,19,14,2,13,0,17,22,0,11,0,13,4,2,32,21,0,21,4,6,7,0
7031,nonDRNA,RNA,nonDRNA,2.42E-08,0.996809613,1.44E-12,0.003190363,1,0,0,0,11,0,8,13,10,2,7,1,6,0,4,3,1,2,0,10,5,1,4,2,0,9,1,0,6,0
7032,nonDRNA,RNA,nonDRNA,1.22E-08,0.993842132,2.01E-12,0.006157856,1,0,0,0,15,0,2,12,5,7,10,7,9,0,9,13,5,7,0,3,4,4,10,7,0,9,2,0,6,0
7033,nonDRNA,RNA,nonDRNA,1.31E-08,0.995655168,2.27E-12,0.004344818,1,0,0,0,13,0,2,8,7,8,12,8,1,0,14,19,1,8,0,4,4,2,8,5,0,17,2,0,3,0
7034,nonDRNA,RNA,nonDRNA,1.44E-08,0.99593704,1.93E-12,0.004062945,1,0,0,0,16,0,2,11,2,8,8,9,2,0,11,17,0,2,0,8,2,3,11,14,0,10,1,0,4,0
7035,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,9,0,3,19,18,9,13,2,10,0,13,11,7,4,0,4,5,7,6,8,0,7,1,1,3,0
7036,nonDRNA,DNA,nonDRNA,6.80E-06,0.147932439,2.67E-06,0.852058097,1,0,0,0,41,0,5,24,19,22,40,9,30,0,33,35,10,23,0,39,15,22,32,23,0,40,12,0,26,0
7037.00,DNA,DRNA,nonDRNA,0.21,0.00,0.54,0.25,0.799674754,0.200325246,0,0,88.00,0.00,17.00,57.00,38.00,25.00,33.00,25.00,29.00,0.00,24.00,84.00,16.00,37.00,0.00,51.00,41.00,61.00,78.00,44.00,0.00,36.00,19.00,0.00,18.00,0.00
7038,DNA,RNA,nonDRNA,1.77E-06,0.983331072,3.40E-11,0.016667163,1,0,0,0,16,0,0,4,5,1,15,6,9,0,14,12,1,1,0,3,5,9,9,8,0,8,0,0,2,0
7039,DNA,RNA,RNA,2.80E-06,0.935257412,8.54E-11,0.064739793,0.395724728,0.604275272,0,0,17,0,0,6,22,11,9,2,14,0,10,27,6,11,0,4,8,21,12,6,0,6,1,0,3,0
7040,DNA,DNA,nonDRNA,0.089991956,0.042582774,0.017312076,0.850113194,0.60158264,0.197938102,0,0.200479257,61,0,6,43,24,30,60,20,29,0,35,45,13,46,0,56,40,32,45,69,0,35,16,0,29,0
7041,DNA,DNA,nonDRNA,0.052241448,0.039805217,0.007388988,0.900564347,1,0,0,0,54,0,4,40,27,33,64,15,31,0,37,42,14,56,0,61,32,32,38,62,0,41,15,0,29,0
7042,DNA,DNA,nonDRNA,1.72E-04,5.60E-04,6.89E-07,0.999266952,0.795362115,0,0,0.204637885,34,0,23,24,28,18,57,15,9,0,24,59,5,7,0,54,19,47,59,20,0,31,12,0,14,0
7043,DNA,RNA,nonDRNA,1.85E-06,0.991644405,3.59E-11,0.008353749,0.798756423,0,0,0.201243577,8,0,0,1,5,2,7,1,4,0,2,6,3,6,0,1,8,5,7,3,0,3,0,0,0,0
7044,DNA,RNA,nonDRNA,1.62E-06,0.980289265,3.05E-11,0.019709115,0.802723692,0,0,0.197276308,17,0,2,4,7,3,7,2,7,0,11,13,2,2,0,6,8,18,6,11,0,6,0,0,3,0
7045,DNA,DNA,nonDRNA,2.56E-05,0.018167295,1.10E-08,0.981807127,1,0,0,0,21,0,18,20,27,16,33,8,22,0,27,46,14,15,0,44,20,24,44,31,0,19,1,0,12,0
7046,DNA,RNA,nonDRNA,1.73E-06,0.990595581,2.88E-11,0.009402687,0.613057944,0,0,0.386942056,6,0,1,5,4,1,6,0,6,0,6,9,2,2,0,1,4,3,6,7,0,6,1,0,2,0
7047,DNA,DNA,nonDRNA,5.19E-05,0.006714438,4.62E-08,0.993233649,0.801714748,0,0,0.198285252,42,0,19,27,27,18,51,11,22,0,22,45,14,22,0,24,29,37,52,8,0,24,2,0,12,0
7048,DNA,DNA,nonDRNA,3.67E-05,0.020027892,9.89E-09,0.979935437,1,0,0,0,35,0,19,18,27,17,46,9,20,0,15,33,7,15,0,42,16,32,31,21,0,33,8,0,5,0
7049,DNA,DNA,nonDRNA,2.50E-05,0.254042483,4.07E-09,0.745932519,1,0,0,0,19,0,11,13,23,9,14,19,13,0,26,25,11,17,0,18,23,14,32,28,0,30,8,0,15,0
7050,DNA,DNA,nonDRNA,3.58E-04,1.49E-07,6.22E-05,0.999579362,1,0,0,0,40,0,33,46,58,15,34,19,22,0,46,44,13,14,0,51,40,71,42,22,0,23,7,0,16,0
7051.00,DNA,DRNA,nonDRNA,0.10,0.00,0.87,0.03,0.800258994,0,0,0.199741006,96.00,0.00,1.00,35.00,90.00,31.00,62.00,11.00,14.00,0.00,25.00,134.00,14.00,7.00,0.00,48.00,22.00,82.00,22.00,35.00,0.00,52.00,2.00,0.00,28.00,0.00
7052,DNA,DNA,nonDRNA,2.05E-05,0.212605054,4.56E-09,0.787374414,0.800765574,0.199234426,0,0,37,0,5,17,30,18,28,12,24,0,26,29,10,13,0,30,25,20,45,20,0,21,6,0,18,0
7053,DNA,RNA,nonDRNA,2.82E-05,0.533114834,1.28E-08,0.466856994,0.800831674,0,0,0.199168326,21,0,3,19,49,23,19,7,32,0,53,43,5,17,0,4,9,25,16,13,0,26,1,0,14,0
7054,DNA,RNA,DNA,6.04E-06,0.731098177,3.02E-10,0.26889578,0.387230533,0,0,0.612769467,20,0,1,10,24,11,16,9,25,0,15,37,8,12,0,18,14,18,19,15,0,18,1,0,13,0
7055.00,DNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.80158461,0,0,0.19841539,64.00,0.00,23.00,55.00,82.00,33.00,56.00,26.00,53.00,0.00,58.00,142.00,23.00,38.00,0.00,51.00,39.00,73.00,93.00,48.00,0.00,71.00,10.00,0.00,24.00,0.00
7056,DNA,RNA,nonDRNA,7.99E-06,0.73422764,3.44E-10,0.265764374,0.599868114,0.199900377,0,0.200231509,34,0,1,14,11,6,21,14,11,0,9,16,9,5,0,19,31,11,12,17,0,10,3,0,11,0
7057.00,DNA,DRNA,nonDRNA,0.04,0.00,0.71,0.24,0.596656119,0.200095454,0,0.203248427,79.00,0.00,12.00,47.00,63.00,22.00,93.00,29.00,22.00,0.00,38.00,105.00,17.00,19.00,0.00,70.00,43.00,52.00,66.00,47.00,0.00,50.00,2.00,0.00,24.00,0.00
7058,DNA,DNA,nonDRNA,0.002147788,0.041143749,3.39E-05,0.956674586,0.800401494,0,0,0.199598506,68,0,8,34,65,26,51,16,31,0,32,68,10,20,0,30,21,46,30,35,0,67,4,0,9,0
7059,DNA,DNA,nonDRNA,3.66E-04,0.09968481,1.92E-06,0.899947583,0.800411232,0,0,0.199588768,27,0,2,26,46,26,49,12,54,0,57,53,11,32,0,17,18,27,33,30,0,34,8,0,21,0
7060,DNA,RNA,nonDRNA,3.11E-06,0.967818501,8.72E-11,0.032178386,0.807688168,0,0,0.192311832,5,0,9,8,2,10,3,4,5,0,17,14,3,6,0,7,4,5,5,10,0,8,1,0,2,0
7061,DNA,DNA,nonDRNA,9.27E-05,0.115575732,1.14E-07,0.884331407,1,0,0,0,27,0,10,36,35,27,21,14,35,0,39,52,17,16,0,25,24,19,39,26,0,24,1,0,18,0
7062,DNA,RNA,nonDRNA,3.05E-06,0.919794793,1.15E-10,0.080202158,1,0,0,0,18,0,2,10,23,13,18,6,16,0,20,29,5,11,0,9,3,15,13,5,0,18,0,0,4,0
7063,DNA,DNA,nonDRNA,0.013154984,9.61E-06,0.016805452,0.97002995,1,0,0,0,48,0,20,56,53,32,45,16,43,0,74,72,10,42,0,47,35,45,98,41,0,45,5,0,19,0
7064,DNA,RNA,nonDRNA,3.30E-06,0.928295212,1.00E-10,0.071701485,1,0,0,0,10,0,1,12,17,11,16,5,11,0,17,19,2,12,0,9,7,9,8,9,0,12,6,0,9,0
7065,DNA,RNA,nonDRNA,1.09E-05,0.55361774,9.20E-10,0.44637133,0.607653617,0.196596463,0,0.195749921,33,0,4,21,25,7,23,10,29,0,25,32,8,9,0,11,8,34,28,21,0,10,4,0,14,0
7066,DNA,RNA,nonDRNA,1.44E-05,0.633902333,9.63E-10,0.366083228,1,0,0,0,26,0,5,16,26,8,21,9,15,0,19,34,8,5,0,27,16,17,37,10,0,15,11,0,10,0
7067,DNA,DNA,nonDRNA,2.76E-05,0.415151482,5.73E-09,0.58482095,0.804004995,0,0,0.195995005,51,0,3,12,10,6,23,16,6,0,14,24,17,9,0,56,14,18,38,23,0,17,2,0,17,0
7068,DNA,RNA,RNA,7.86E-06,0.847881879,2.21E-10,0.152110263,0.197230842,0.600285164,0,0.202483994,22,0,13,3,10,7,16,6,7,0,14,14,5,10,0,16,5,12,21,8,0,8,1,0,0,0
7069,DNA,RNA,nonDRNA,4.46E-06,0.791182291,1.57E-10,0.208813248,0.796030095,0.203969905,0,0,21,0,1,16,24,11,11,8,10,0,12,28,4,6,0,13,13,22,19,15,0,19,3,0,13,0
7070,DNA,RNA,nonDRNA,1.74E-06,0.980380501,3.97E-11,0.019617761,1,0,0,0,9,0,4,3,12,6,9,5,8,0,13,9,4,5,0,6,4,7,8,5,0,11,0,0,3,0
7071,DNA,RNA,nonDRNA,3.40E-06,0.91121828,7.81E-11,0.08877832,0.601596329,0,0.200929175,0.197474497,14,0,1,20,21,3,13,6,16,0,7,22,7,5,0,8,7,21,11,17,0,24,1,0,2,0
7072,DNA,RNA,nonDRNA,7.83E-06,0.814993679,5.51E-10,0.184998493,0.597391572,0.202865041,0,0.199743387,15,0,1,14,28,12,8,4,27,0,23,24,8,8,0,12,12,12,20,16,0,12,0,0,22,0
7073,DNA,DNA,DNA,4.63E-05,0.385352055,2.08E-08,0.614601617,0.401512348,0,0,0.598487652,19,0,0,24,51,23,34,10,36,0,41,39,5,12,0,18,7,25,19,12,0,25,6,0,20,0
7074,DNA,RNA,nonDRNA,1.84E-05,0.587078277,2.93E-09,0.41290336,1,0,0,0,21,0,0,22,21,22,13,5,35,0,36,25,11,28,0,12,10,13,22,14,0,22,5,0,14,0
7075,DNA,RNA,nonDRNA,2.14E-06,0.975532777,5.82E-11,0.024465081,1,0,0,0,2,0,0,4,14,4,4,5,11,0,14,13,4,11,0,3,4,4,11,7,0,7,2,0,4,0
7076,DNA,DNA,nonDRNA,3.03E-04,0.006312164,2.26E-06,0.993383072,0.600018611,0,0,0.399981389,60,0,9,38,27,17,45,19,15,0,38,53,14,40,0,42,27,27,78,41,0,36,1,0,16,0
7077,DNA,DNA,nonDRNA,2.61E-04,0.006176117,2.78E-06,0.993559721,0.799640581,0.200359419,0,0,35,0,13,26,30,21,40,19,29,0,28,43,20,35,0,36,67,24,43,27,0,32,7,0,19,0
7078,DNA,RNA,nonDRNA,3.16E-06,0.91841682,1.24E-10,0.081580015,1,0,0,0,12,0,0,13,24,15,8,2,9,0,24,24,8,5,0,2,4,12,7,8,0,13,2,0,8,0
7079,DNA,RNA,nonDRNA,3.30E-06,0.885174838,7.36E-11,0.114821865,0.791304144,0,0,0.208695856,23,0,1,12,14,6,21,8,12,0,8,28,8,3,0,6,12,20,12,14,0,17,1,0,6,0
7080,DNA,DNA,nonDRNA,3.79E-05,0.027726345,1.22E-07,0.972235594,0.600222092,0,0,0.399777908,36,0,2,22,31,11,30,21,13,0,25,25,11,16,0,70,45,21,51,34,0,21,5,0,19,0
7081,DNA,DNA,nonDRNA,3.88E-05,0.488855843,6.02E-09,0.51110537,1,0,0,0,56,0,6,14,13,6,65,13,13,0,15,20,9,24,0,13,22,19,28,23,0,10,5,0,15,0
7082,DNA,DNA,nonDRNA,3.78E-05,0.024324705,2.79E-08,0.97563746,0.800722032,0,0,0.199277968,21,0,14,16,28,18,27,23,14,0,24,36,11,26,0,46,21,18,47,20,0,31,8,0,16,0
7083,DNA,RNA,nonDRNA,1.72E-05,0.521717902,1.25E-09,0.478264871,0.402903073,0.199196895,0,0.397900032,34,0,8,14,19,11,23,13,10,0,12,38,5,5,0,23,25,27,26,14,0,19,10,0,9,0
7084,DNA,DNA,nonDRNA,2.97E-05,0.012828477,1.13E-08,0.98714184,0.605909185,0.394090815,0,0,35,0,19,15,25,17,43,21,5,0,28,33,4,2,0,28,16,31,53,17,0,17,2,0,12,0
7085,DNA,DNA,nonDRNA,5.50E-05,0.036139705,4.36E-08,0.963805213,1,0,0,0,33,0,13,24,33,19,37,9,21,0,32,38,15,22,0,33,25,30,47,35,0,35,6,0,19,0
7086,DNA,DNA,DNA,2.66E-05,0.350361301,5.54E-09,0.649612076,0.387931813,0.196629817,0,0.415438369,18,0,8,16,25,23,15,4,30,0,31,53,10,33,0,12,9,26,39,18,0,17,5,0,7,0
7087,DNA,RNA,DNA,2.24E-06,0.951985051,7.57E-11,0.048012712,0,0,0,1,10,0,1,11,12,9,6,6,17,0,18,16,2,9,0,4,12,12,12,11,0,16,0,0,6,0
7088,DNA,DNA,nonDRNA,2.68E-05,0.384300232,6.10E-09,0.615672982,1,0,0,0,16,0,6,26,31,23,18,10,29,0,31,31,11,21,0,14,13,21,31,21,0,22,7,0,18,0
7089,DNA,DNA,nonDRNA,0.001545338,0.049308109,2.33E-05,0.949123231,1,0,0,0,57,0,2,49,57,30,32,11,35,0,49,55,16,35,0,22,22,42,41,21,0,32,10,0,22,0
7090,DNA,DNA,nonDRNA,0.017316306,0.060910706,0.00103574,0.920737248,0.595643263,0.404356737,0,0,94,0,1,36,46,20,75,18,16,0,23,91,16,18,0,36,28,50,27,44,0,56,6,0,14,0
7091,DNA,DNA,nonDRNA,3.69E-05,0.048185866,5.27E-08,0.951777227,0.60259892,0.20029523,0,0.197105849,32,0,8,26,51,19,16,16,22,0,43,47,8,21,0,40,15,38,47,26,0,25,4,0,17,0
7092,DNA,RNA,nonDRNA,8.08E-06,0.673402676,4.65E-10,0.326589239,1,0,0,0,40,0,3,8,20,7,19,15,6,0,15,30,4,14,0,21,16,21,35,14,0,7,4,0,8,0
7093,DNA,DNA,nonDRNA,5.53E-05,0.068958149,9.03E-08,0.930986416,1,0,0,0,17,0,3,22,42,11,18,26,23,0,19,46,16,23,0,46,23,42,43,23,0,21,8,0,13,0
7094,DNA,RNA,nonDRNA,1.68E-06,0.987332909,3.06E-11,0.01266541,0.801985144,0,0,0.198014856,7,0,0,3,4,2,17,2,6,0,11,8,2,2,0,1,2,14,2,7,0,9,0,0,4,0
7095,DNA,RNA,nonDRNA,1.66E-06,0.984985998,3.30E-11,0.015012343,0.795407483,0.204592517,0,0,18,0,0,3,6,1,13,3,6,0,14,16,1,6,0,5,5,12,5,4,0,8,0,0,3,0
7096,DNA,DNA,nonDRNA,0.00113416,0.065681029,1.23E-05,0.933172481,1,0,0,0,48,0,0,43,49,24,61,11,36,0,56,58,16,35,0,18,16,32,29,47,0,43,5,0,20,0
7097,DNA,RNA,DNA,6.66E-06,0.686775101,5.64E-10,0.313218235,0,0,0,1,23,0,1,21,27,12,17,4,23,0,29,32,7,14,0,11,19,24,30,16,0,19,1,0,3,0
7098,DNA,DNA,RNA,0.151995196,0.008227573,0.229099819,0.610677412,0,1,0,0,63,0,1,59,68,30,41,11,67,0,60,70,18,40,0,25,27,51,50,47,0,62,4,0,29,0
7099,DNA,DNA,nonDRNA,1.41E-05,0.481560089,1.85E-09,0.518425785,1,0,0,0,15,0,7,15,26,7,20,17,16,0,33,32,10,11,0,18,22,20,28,10,0,34,7,0,8,0
7100,DNA,DNA,nonDRNA,3.24E-05,0.452603713,3.05E-09,0.547363865,1,0,0,0,56,0,4,18,24,10,39,8,10,0,2,41,4,0,0,30,12,45,32,23,0,33,4,0,10,0
7101,DNA,DNA,nonDRNA,6.21E-05,0.120308597,4.35E-08,0.87962928,1,0,0,0,38,0,8,24,33,25,44,8,16,0,27,55,6,15,0,45,24,32,40,24,0,41,8,0,9,0
7102,DNA,RNA,nonDRNA,1.78E-06,0.98052763,4.04E-11,0.019470586,0.596687234,0,0,0.403312766,17,0,0,3,8,2,4,2,8,0,19,6,2,3,0,5,4,6,19,11,0,7,0,0,5,0
7103,DNA,RNA,nonDRNA,3.39E-06,0.902689151,7.05E-11,0.097307455,0.80129094,0,0,0.19870906,36,0,0,15,11,6,9,2,7,0,8,20,9,7,0,7,7,21,19,11,0,18,2,0,5,0
7104,DNA,DNA,nonDRNA,6.30E-05,0.326079803,2.67E-08,0.673857159,0.800123562,0,0,0.199876438,12,0,7,18,16,27,25,6,41,0,45,54,7,36,0,12,8,15,41,20,0,26,5,0,12,0
7105,DNA,RNA,nonDRNA,3.86E-06,0.89642778,1.33E-10,0.103568355,0.795893995,0,0,0.204106005,10,0,4,9,18,11,17,3,22,0,18,21,8,11,0,7,5,11,14,16,0,12,1,0,14,0
